,hash,URI,malware_class
13,0c41904e61ca30362129e4b7f460b2d8b5b4319de24f497b0dbdfbd64ec0f87a,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0C41904E61CA30362129E4B7F460B2D8B5B4319DE24F497B0DBDFBD64EC0F87A.tar.gz,Adware
14,0ca33559f1571026805258966fb9a81237abae3cef6878951a17c2421d2c491e,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0CA33559F1571026805258966FB9A81237ABAE3CEF6878951A17C2421D2C491E.tar.gz,Adware
15,0cc5a8fa9db4806e868be01bf6fa467bca738644fa65c86c53c874b38c8f43f2,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0CC5A8FA9DB4806E868BE01BF6FA467BCA738644FA65C86C53C874B38C8F43F2.tar.gz,Adware
16,0cc817941bac3ae28b5321c53bff38943c0ed19086a7e07056ab68de26e92921,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0CC817941BAC3AE28B5321C53BFF38943C0ED19086A7E07056AB68DE26E92921.tar.gz,Adware
17,0cceea84886d862a703264074ace86a76ec8218c10789929b28352feab0d3267,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0CCEEA84886D862A703264074ACE86A76EC8218C10789929B28352FEAB0D3267.tar.gz,Adware
18,0ccf9cfae60602b20c679ad8d56cc14f94ebf50aed389ef9db8a86e717ed76ea,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0CCF9CFAE60602B20C679AD8D56CC14F94EBF50AED389EF9DB8A86E717ED76EA.tar.gz,Adware
19,0d065f2ad8667ce5e627a51ce566fe93fd258609aa97d04af9276e68a15473a7,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0D065F2AD8667CE5E627A51CE566FE93FD258609AA97D04AF9276E68A15473A7.tar.gz,Adware
20,0d424ec4633b3041e60c90f98c41ec6db42d5938d35ebd96c7a7f1e176fc20af,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0D424EC4633B3041E60C90F98C41EC6DB42D5938D35EBD96C7A7F1E176FC20AF.tar.gz,Adware
21,0e2e5b5e550473e6c099264c6634d46d4f6050f5ab2e8f024b5ded4ee7d432a7,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0E2E5B5E550473E6C099264C6634D46D4F6050F5AB2E8F024B5DED4EE7D432A7.tar.gz,Adware
22,0e4c19bbef3efe0170bfcd9f87f150a821e61f618db0a29332561d3d532c6a88,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0E4C19BBEF3EFE0170BFCD9F87F150A821E61F618DB0A29332561D3D532C6A88.tar.gz,Adware
23,0e46b435d1c549260993b2573c432ff44588937e9350babf1e179cb11675e8ea,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0E46B435D1C549260993B2573C432FF44588937E9350BABF1E179CB11675E8EA.tar.gz,Adware
24,0e73b5360dbb882d45e31d1dcd6289a67056b3c37cc55f6e61fbbd0e44b9fbcb,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0E73B5360DBB882D45E31D1DCD6289A67056B3C37CC55F6E61FBBD0E44B9FBCB.tar.gz,Adware
25,0e867737cffc0dcd3263c9df717bfeee69511062496b8207deb336bb6acf0dbf,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0E867737CFFC0DCD3263C9DF717BFEEE69511062496B8207DEB336BB6ACF0DBF.tar.gz,Adware
26,0e6589799faf7fdfb254c2c4d700b11a8c5a3942ca1b266a6a8e83fb5c669672,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0E6589799FAF7FDFB254C2C4D700B11A8C5A3942CA1B266A6A8E83FB5C669672.tar.gz,Adware
27,0ea606abcc857616196a8e2f767e7b55864e5c35f31fd85e928f724826bd28f7,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0EA606ABCC857616196A8E2F767E7B55864E5C35F31FD85E928F724826BD28F7.tar.gz,Adware
28,0ec63150ec195601eaaf3a42330fe03f9ea97b123ccbc728ef883271c41f8dc3,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0EC63150EC195601EAAF3A42330FE03F9EA97B123CCBC728EF883271C41F8DC3.tar.gz,Adware
29,0eebb1b21eae8f47d8540e89ac76513d9100d61d4cc3abfbebb01d4b20dc86b8,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0EEBB1B21EAE8F47D8540E89AC76513D9100D61D4CC3ABFBEBB01D4B20DC86B8.tar.gz,Adware
30,0efc045399ef19b363937ece2ada37720c69f6a6c4365cc686aac320435a843e,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0EFC045399EF19B363937ECE2ADA37720C69F6A6C4365CC686AAC320435A843E.tar.gz,Adware
31,0f18d0cf80f7619d17142110eadbfe1ad01bc5936f275d666c454234241ca382,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0F18D0CF80F7619D17142110EADBFE1AD01BC5936F275D666C454234241CA382.tar.gz,Adware
32,0f882a37cb167ab82c3b3b614265637100d659e00d407ccc0025ae911ddc1b70,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0F882A37CB167AB82C3B3B614265637100D659E00D407CCC0025AE911DDC1B70.tar.gz,Adware
33,0f42964440f5519ad7dad1abf23e44d40353022c81e02cbc869a07646c6b3955,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0F42964440F5519AD7DAD1ABF23E44D40353022C81E02CBC869A07646C6B3955.tar.gz,Adware
34,0fb8662937ff9ae70d0f7fa46580c7b6b8b120d023a7b90aa0231cf989f4ea3e,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0FB8662937FF9AE70D0F7FA46580C7B6B8B120D023A7B90AA0231CF989F4EA3E.tar.gz,Adware
35,0fc8c7f5e63a34ea4d439c78354a507ddc3d2aabd853b2a93b9461c45986adb5,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0FC8C7F5E63A34EA4D439C78354A507DDC3D2AABD853B2A93B9461C45986ADB5.tar.gz,Adware
36,00d314b2122eb6ad4241bd8e0ba3ff7548607e35c808330fc102848e3258f151,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/00D314B2122EB6AD4241BD8E0BA3FF7548607E35C808330FC102848E3258F151.tar.gz,Adware
37,00f11f51a89f2487a112ddebc079757933ed5d49104febc09eabb86c91b69433,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/00F11F51A89F2487A112DDEBC079757933ED5D49104FEBC09EABB86C91B69433.tar.gz,Adware
38,0008b849c70477faf464e80df6c7ea91569f78bd2f13af79924f8b5341a44edd,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0008B849C70477FAF464E80DF6C7EA91569F78BD2F13AF79924F8B5341A44EDD.tar.gz,Adware
39,0015ae7c27688d45f79170dcea16131ce557912a1a0c5f3b6b0465ee0774a452,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0015AE7C27688D45F79170DCEA16131CE557912A1A0C5F3B6B0465EE0774A452.tar.gz,Adware
40,002fb7803cd8c0549bc7eb023458618520a3f0939e6ece1235a296491a7a1383,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/002FB7803CD8C0549BC7EB023458618520A3F0939E6ECE1235A296491A7A1383.tar.gz,Adware
41,00567501fe3517b1bf6b363dd6c4d0972a77c591b0d7c24512db187773f21262,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/00567501FE3517B1BF6B363DD6C4D0972A77C591B0D7C24512DB187773F21262.tar.gz,Adware
42,00621e015191863041e78726b863b7e1374b17fda690367878d1272b0e44b232,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/00621E015191863041E78726B863B7E1374B17FDA690367878D1272B0E44B232.tar.gz,Adware
43,00847524ec1e69b2cdd53205cd9725295e87094eeed1567b3efb12191ded24d2,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/00847524EC1E69B2CDD53205CD9725295E87094EEED1567B3EFB12191DED24D2.tar.gz,Adware
44,01adc0c415821de5f22ed704816d8902e76133a43c4f5f0f9bca64375b01438f,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/01ADC0C415821DE5F22ED704816D8902E76133A43C4F5F0F9BCA64375B01438F.tar.gz,Adware
45,01ae30aeb15d6b9f9456671a88fb6194133341f9a0c795c7454a0adbefc0dea6,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/01AE30AEB15D6B9F9456671A88FB6194133341F9A0C795C7454A0ADBEFC0DEA6.tar.gz,Adware
46,01c66a18eaca0c68548d789b1ff61219c710d5b63b0aa294fea4f956a3a17514,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/01C66A18EACA0C68548D789B1FF61219C710D5B63B0AA294FEA4F956A3A17514.tar.gz,Adware
47,01c888061f79a1a48bd1a2d1b7ed7fae6901890b21d663a599b0010b7fc82f65,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/01C888061F79A1A48BD1A2D1B7ED7FAE6901890B21D663A599B0010B7FC82F65.tar.gz,Adware
48,01fb68566d199e44353a5045668d544df964bdfe7d5a958852c543eb275af58c,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/01FB68566D199E44353A5045668D544DF964BDFE7D5A958852C543EB275AF58C.tar.gz,Adware
49,010a4ab33a4353415acba5874c979166f96f3c12437b267f0b1df359060f40f2,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/010A4AB33A4353415ACBA5874C979166F96F3C12437B267F0B1DF359060F40F2.tar.gz,Adware
50,0149b02468a8e582d76a7ad5094c15a4a07f4f08361ba5b539702d77babfbbc1,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0149B02468A8E582D76A7AD5094C15A4A07F4F08361BA5B539702D77BABFBBC1.tar.gz,Adware
51,0170d60a44ff08e77733422af55f8faeaf9172a2014d9131a42bd454467392ad,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0170D60A44FF08E77733422AF55F8FAEAF9172A2014D9131A42BD454467392AD.tar.gz,Adware
52,018096f1e732c91fb315a84ab5d851430c5d2c124a7f8dbb1792cf9606335e41,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/018096F1E732C91FB315A84AB5D851430C5D2C124A7F8DBB1792CF9606335E41.tar.gz,Adware
53,02f2f8d320f3fffabac5d9d545de1df9278ef9dbc979e51d334961b9ed9a6785,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/02F2F8D320F3FFFABAC5D9D545DE1DF9278EF9DBC979E51D334961B9ED9A6785.tar.gz,Adware
54,0205136af07d6b952b908dfbcfe6cf9da68eb4931d4ca34ede9a2f22c3024f19,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0205136AF07D6B952B908DFBCFE6CF9DA68EB4931D4CA34EDE9A2F22C3024F19.tar.gz,Adware
55,024e335915472925e5747006677ec01a7874e9775a76d7bf734480093cd1e8ec,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/024E335915472925E5747006677EC01A7874E9775A76D7BF734480093CD1E8EC.tar.gz,Adware
56,0257ebb853503222dc8830b24072e683fabdd8cc2f262798f08694b283b2e01d,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0257EBB853503222DC8830B24072E683FABDD8CC2F262798F08694B283B2E01D.tar.gz,Adware
57,0287892acfbf12493d866d0817591c17a9eab5322563c703ea65d4fad0287c64,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0287892ACFBF12493D866D0817591C17A9EAB5322563C703EA65D4FAD0287C64.tar.gz,Adware
58,03a738b33ee0760d9f6cb5e88d78867b9d82f4ea33f8392b57a4f508d042605a,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/03A738B33EE0760D9F6CB5E88D78867B9D82F4EA33F8392B57A4F508D042605A.tar.gz,Adware
59,03bdf068b140901e9171bd2a5bd728e1227bafbd33c65d107fa2e0970730681b,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/03BDF068B140901E9171BD2A5BD728E1227BAFBD33C65D107FA2E0970730681B.tar.gz,Adware
60,03c67cec6c3cf9bd8b0d85f4321a825f038507b41c891984c1abe7e085792250,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/03C67CEC6C3CF9BD8B0D85F4321A825F038507B41C891984C1ABE7E085792250.tar.gz,Adware
61,03c78d58f22b4ebe6bb92735d19c869e57d10ed3071644c1a429170e7c9f3d51,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/03C78D58F22B4EBE6BB92735D19C869E57D10ED3071644C1A429170E7C9F3D51.tar.gz,Adware
62,03c343e2365517ef37bdc99ebc679d73f124b519890176f695767a42ef945d96,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/03C343E2365517EF37BDC99EBC679D73F124B519890176F695767A42EF945D96.tar.gz,Adware
63,0347765164fd020685dd7fa47cee46ff07a80026d80136d81418656cca70d25c,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0347765164FD020685DD7FA47CEE46FF07A80026D80136D81418656CCA70D25C.tar.gz,Adware
64,038ac7fbe4655dea630752cf43d5979ec539bb98191d622eb1f754cd43cc6dc5,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/038AC7FBE4655DEA630752CF43D5979EC539BB98191D622EB1F754CD43CC6DC5.tar.gz,Adware
65,0383375cbfa4767223b130c214d8c3ae10d0918fba8a3771ca43c1f69ee0c053,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0383375CBFA4767223B130C214D8C3AE10D0918FBA8A3771CA43C1F69EE0C053.tar.gz,Adware
66,039346899f14bd884f7b9548bd50839c1370bdd078448044abde331cc3759045,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/039346899F14BD884F7B9548BD50839C1370BDD078448044ABDE331CC3759045.tar.gz,Adware
67,04aafce54bf2350a4cabd8b4d6999cd489db0302118bf0dc2c95c8d4db58e018,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/04AAFCE54BF2350A4CABD8B4D6999CD489DB0302118BF0DC2C95C8D4DB58E018.tar.gz,Adware
68,04b126e20c7211e1f73fbfc9ae2a02d8ae4efcc3e0fec2bc93131e2b61c04f61,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/04B126E20C7211E1F73FBFC9AE2A02D8AE4EFCC3E0FEC2BC93131E2B61C04F61.tar.gz,Adware
69,04c9122a1e53d5058786e79e46a4315ba1fe5a52b8a27c4cad64f7316eea7463,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/04C9122A1E53D5058786E79E46A4315BA1FE5A52B8A27C4CAD64F7316EEA7463.tar.gz,Adware
70,04dece212e4a74aac8e1c3704ffdb615367c2a79fb93cbcaff75765d24aa6e9b,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/04DECE212E4A74AAC8E1C3704FFDB615367C2A79FB93CBCAFF75765D24AA6E9B.tar.gz,Adware
71,0415d375101c46a635ad08c093f23fb0032dafe48f15224a4e9867950080d8bd,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0415D375101C46A635AD08C093F23FB0032DAFE48F15224A4E9867950080D8BD.tar.gz,Adware
72,042571a4b49103b62431b39701bbf459e197d0ef76c37652b5d4a5141b110601,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/042571A4B49103B62431B39701BBF459E197D0EF76C37652B5D4A5141B110601.tar.gz,Adware
73,045b3aa12aed348a4efd5574b88da97c036a766d77963773974dee02ea8d7ceb,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/045B3AA12AED348A4EFD5574B88DA97C036A766D77963773974DEE02EA8D7CEB.tar.gz,Adware
74,048ceb8c5a36a644a3c33cc9527195ff68bef5a76cf0de9e7da1cc77eb0a461c,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/048CEB8C5A36A644A3C33CC9527195FF68BEF5A76CF0DE9E7DA1CC77EB0A461C.tar.gz,Adware
75,048449f839bfa7afc61aed035ba870aff254b7534c8444cbb701e31ec6d47f24,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/048449F839BFA7AFC61AED035BA870AFF254B7534C8444CBB701E31EC6D47F24.tar.gz,Adware
76,049d5d5e6dda98f512e0a9fd2d8e3299bb16adfb63d95033ed6a839588d14425,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/049D5D5E6DDA98F512E0A9FD2D8E3299BB16ADFB63D95033ED6A839588D14425.tar.gz,Adware
77,05d8673b6aa8305533a94ba794abd575bf0bb7fd040bccb0e73c5756a69115f9,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/05D8673B6AA8305533A94BA794ABD575BF0BB7FD040BCCB0E73C5756A69115F9.tar.gz,Adware
78,05d382028f2a7d92cbb308033b0036a49907787d99ce4367d0c1de9a76a2861b,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/05D382028F2A7D92CBB308033B0036A49907787D99CE4367D0C1DE9A76A2861B.tar.gz,Adware
79,05317565efeb3a46e07bd2b982114cd43ff1409d80b496f1424ffc5e5c25e018,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/05317565EFEB3A46E07BD2B982114CD43FF1409D80B496F1424FFC5E5C25E018.tar.gz,Adware
80,05367fe9f0e8846f4c4e2efa127d1f9d361c7dd1425c507524bedc58aea320de,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/05367FE9F0E8846F4C4E2EFA127D1F9D361C7DD1425C507524BEDC58AEA320DE.tar.gz,Adware
81,06b318865f74f6bd3a903d186076af08878a15312f889a350367b6b2ef9afd9a,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/06B318865F74F6BD3A903D186076AF08878A15312F889A350367B6B2EF9AFD9A.tar.gz,Adware
82,06cb35d6acf876ac6373af046426dba6ab54016fa9e66432ff0fcdb064081e98,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/06CB35D6ACF876AC6373AF046426DBA6AB54016FA9E66432FF0FCDB064081E98.tar.gz,Adware
83,06fa9a639f743a21ac4fabd571eac5624a7a67490eaceb6e9c02461a49fff726,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/06FA9A639F743A21AC4FABD571EAC5624A7A67490EACEB6E9C02461A49FFF726.tar.gz,Adware
84,0628109ac9bc94f397e9f210bb5f37f2ba259e4ee07437fa4e57416dcc2b4462,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0628109AC9BC94F397E9F210BB5F37F2BA259E4EE07437FA4E57416DCC2B4462.tar.gz,Adware
85,0669dccf3a9a08ba5d148aed4568c6a15f65075d913243f160b4c5c5ab31fc61,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0669DCCF3A9A08BA5D148AED4568C6A15F65075D913243F160B4C5C5AB31FC61.tar.gz,Adware
86,0680cf0a42fdde53a118f8b3db8e28e6b00ef9146073e00ee4b285650144be6c,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0680CF0A42FDDE53A118F8B3DB8E28E6B00EF9146073E00EE4B285650144BE6C.tar.gz,Adware
87,071e40d21c0a1b4352abc014b717f4419161d5967580d05b326cbf3eaecafca9,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/071E40D21C0A1B4352ABC014B717F4419161D5967580D05B326CBF3EAECAFCA9.tar.gz,Adware
88,0726f5bcd7689892b31f5e04f1f952835133eb57dfcd8b65bc0c79b883fb5b10,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0726F5BCD7689892B31F5E04F1F952835133EB57DFCD8B65BC0C79B883FB5B10.tar.gz,Adware
89,074014a3c6c5f9477a63a4c4c9331c700e540e3a565d0d4f8426ac5774fd9f32,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/074014A3C6C5F9477A63A4C4C9331C700E540E3A565D0D4F8426AC5774FD9F32.tar.gz,Adware
90,0746306beba1983be5e510bdbdf8b079de98f666c8f682e8c0ed37152778ae30,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/0746306BEBA1983BE5E510BDBDF8B079DE98F666C8F682E8C0ED37152778AE30.tar.gz,Adware
91,075049984d2937039dde452818bc6b844c8c8cd17232db8d951306f02234b2ea,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/075049984D2937039DDE452818BC6B844C8C8CD17232DB8D951306F02234B2EA.tar.gz,Adware
92,076c5f5f1391f89ed61f212a9b893849292797e7f72c613490b21bde2a719007,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/076C5F5F1391F89ED61F212A9B893849292797E7F72C613490B21BDE2A719007.tar.gz,Adware
93,08c8837b2bd3d327101337b7bd7a6725e48eba2d9803dcaf5dbaf0cdc4e3a975,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/08C8837B2BD3D327101337B7BD7A6725E48EBA2D9803DCAF5DBAF0CDC4E3A975.tar.gz,Adware
94,08d3169948efa5ca47d06c7fc2bae808a8788cff6810d3b234de2b550a3250d5,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/08D3169948EFA5CA47D06C7FC2BAE808A8788CFF6810D3B234DE2B550A3250D5.tar.gz,Adware
95,082b102aaab4354b7b003a6fe5b21274582b0ed49441351a4a3f8a23012b55a5,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/082B102AAAB4354B7B003A6FE5B21274582B0ED49441351A4A3F8A23012B55A5.tar.gz,Adware
96,084e4f533e49d54a57c460a58dd5226264a8d8e48f16fdda0c27fc3566d7e1ba,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/084E4F533E49D54A57C460A58DD5226264A8D8E48F16FDDA0C27FC3566D7E1BA.tar.gz,Adware
97,085f8e90d07bea77ba7e0789b2a95fd41b6c3a6462f0021a92d536e815d9a92e,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/085F8E90D07BEA77BA7E0789B2A95FD41B6C3A6462F0021A92D536E815D9A92E.tar.gz,Adware
98,09af9728452efed219f3848972b43c0bf0eb12821e46007f88fb37dc98a75ea1,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/09AF9728452EFED219F3848972B43C0BF0EB12821E46007F88FB37DC98A75EA1.tar.gz,Adware
99,09c70721776a3d0b345d2fbc647b363648c91b2f8f3dd0c25cf928aba4ade179,http://205.174.165.80/CICDataset/MalDroid-2020/Dataset/Capturing_logs/Adware/09C70721776A3D0B345D2FBC647B363648C91B2F8F3DD0C25CF928ABA4ADE179.tar.gz,Adware
